id,value,languageId,frequencyRank
1092,"der Boden, -̈",1,536
1093,"ground, floor, bottom",2,
1094,bevor,1,537
1095,before,2,
1096,"verwenden, verwendet, verwendete, hat verwendet",1,538
1097,"die Politik, -en",1,539
1098,politics,2,
1099,"der Tod, -e",1,540
1100,death,2,
1101,"der Erfolg, -e",1,541
1102,success,2,
1103,zudem,1,542
1104,"moreover, furthermore, besides",2,
1105,"die Bank, -̈e",1,543
1106,"bank, bench",2,
1107,ab,1,544
1108,"from, as of",2,
1109,persönlich,1,545
1110,personal,2,
1111,"der Präsident, -en",1,546
1112,president,2,
1113,"holen, holt, holte, hat geholt",1,547
1114,"to get, to fetch",2,
1115,"der Junge, -n",1,548
1116,boy,2,
1117,sogenannt,1,549
1118,so-called,2,
1119,"die Polizei, -en",1,550
1120,police,2,
1121,"die Chance, -n",1,551
1122,chance,2,
1123,gewiss,1,552
1124,certain,2,
1125,innerhalb,1,553
1126,within,2,
1127,"die Kunst, -̈e",1,554
1128,art,2,
1129,"die Lage, -n",1,555
1130,"situation, location",2,
1131,"der Schüler, -",1,556
1132,"pupil, student (USA)",2,
1133,gesamt,1,557
1134,"whole, entire",2,
1135,"der Druck, -̈e",1,558
1136,"pressure, printing",2,
1137,"verschwinden, verschwindet, verschwand, ist verschwunden",1,559
1138,to disappear,2,
1139,"wohnen, wohnt, wohnte, hat gewohnt",1,560
1140,"bewegen, bewegt, bewegte, hat bewegt",1,561
1141,to move,2,
1142,"enthalten, enthält, enthielt, hat enthalten",1,562
1143,to contain,2,
1144,"aufnehmen, nimmt auf, nahm auf, hat aufgenommen",1,563
1145,"to take in, to record, to include",2,
1146,Kosten,1,564
1147,"costs, expenses",2,
1148,"das Wintersemester, -",1,565
1149,winter semester,2,
1150,"merken, merkt, merkte, hat gemerkt",1,566
1151,"to notice, to remember",2,
1152,fest,1,567
1153,"firm, solid",2,
1154,aktuell,1,568
1155,current,2,
1156,"der Begriff, -e",1,569
1157,"concept, idea, term",2,
1158,"erleben, erlebt, erlebte, hat erlebt",1,570
1159,to experience,2,
1160,relativ,1,571
1161,relative,2,
1162,laut,1,572
1163,according to,2,
1164,"der Fuß, -̈e",1,573
1165,foot,2,
1166,Daten,1,574
1167,data,2,
1168,"der Krieg, -e",1,575
1169,war,2,
1170,"der Gast, -̈e",1,576
1171,guest,2,
1172,"die Aussage, -n",1,577
1173,statement,2,
1174,"das Gesetz, -e",1,578
1175,law,2,
1176,"planen, plant, plante, hat geplant",1,579
1177,to plan,2,
1178,schwierig,1,580
1179,"difficult, hard, tough",2,
1180,"das Gut, -̈er",1,581
1181,"estate, good(s)",2,
1182,"der Kilometer, -",1,582
1183,kilometer,2,
1184,zusätzlich,1,583
1185,additional,2,
1186,"vergessen, vergisst, vergaß, hat vergessen",1,584
1187,to forget,2,
1188,"der Gedanke, -n",1,585
1189,thought,2,
1190,"besitzen, besitzt, besaß, hat besessen",1,586
1191,"to own, to have",2,
1192,ach,1,587
1193,oh,2,
1194,"die Partei, -en",1,588
1195,(political) party,2,
1196,"freuen, freut, freute, hat gefreut",1,589
1197,to be happy,2,
1198,"hängen, hängt, hängte, hat gehängt",1,590
1199,to hang,2,
1200,"berichten, berichtet, berichtete, hat berichtet",1,591
1201,to report,2,
1202,"die Zelle, -n",1,592
1203,cell,2,
1204,eng,1,593
1205,"narrow, close",2,
1206,"die Kultur, -en",1,594
1207,culture,2,
1208,"der Prozess, -e",1,595
1209,"trial, process",2,
1210,"der Sohn, -̈e",1,596
1211,son,2,
1212,der Dank,1,597
1213,gratefulness,2,
1214,trotz,1,598
1215,in spite of,2,
1216,"fordern, fordert, forderte, hat gefordert",1,599
1217,"to demand, to claim",2,
1218,"studieren, studiert, studierte, hat studiert",1,600
1219,to study,2,
1220,"gefallen, gefällt, gefiel, hat gefallen",1,601
1221,to please,2,
1222,"das Mädchen, -",1,602
1223,girl,2,
1224,verhalten,1,603
1225,"to behave, to act",2,
1226,behavior,2,
1227,mindestens,1,604
1228,at least,2,
1229,ziemlich,1,605
1230,"quite, fairly, pretty",2,
1231,"das Interesse, -n",1,606
1232,interest,2,
1233,"unterscheiden, unterscheidet, unterschied, hat unterschieden",1,607
1234,to distinguish,2,
1235,wobei,1,608
1236,"whereby, at what, whereat",2,
1237,jeweils,1,609
1238,"each, each time",2,
1239,"reichen, reicht, reichte, hat gereicht",1,610
1240,"to reach, to be enough",2,
1241,sieben,1,611
1242,seven,2,
1243,zumindest,1,612
1244,"schlagen, schlägt, schlug, hat geschlagen",1,613
1245,"to hit, to beat",2,
1246,"das Tier, -e",1,614
1247,animal,2,
1248,jedenfalls,1,615
1249,in any case,2,
1250,am,1,616
1251,the (+superlative),2,
1252,"erhöhen, erhöht, erhöhte, hat erhöht",1,617
1253,"to raise, to increase",2,
1254,"sorgen, sorgt, sorgte, hat gesorgt",1,618
1255,"to worry, to take care",2,
1256,"die Erfahrung, -en",1,619
1257,experience,2,
1258,"der Patient, -en",1,620
1259,patient,2,
1260,"der Morgen, -",1,621
1261,morning,2,
1262,in the morning,2,
1263,"der Arzt, -Äe",1,622
1264,"physician, doctor",2,
1265,"geschehen, geschieht, geschah, ist geschehen",1,623
1266,"to happen, to occur",2,
1267,Bayern,1,624
1268,Bavaria,2,
1269,"lösen, löst, löste, hat gelöst",1,625
1270,"to solve, to loosen",2,
1271,irgendwie,1,626
1272,somehow,2,
1273,"anbieten, bietet an, bot an, hat angeboten",1,627
1274,"vorkommen, kommt vor, kam vor, ist vorgekommen",1,628
1275,"to happen, to occur, to seem",2,
1276,okay,1,629
1277,okay,2,
1278,"wünschen, wünscht, wünschte, hat gewünscht",1,630
1279,"to want, to wish",2,
1280,"interessieren, interessiert, interessierte, hat interessiert",1,631
1281,to interest,2,
1282,"der Unterschied, -e",1,632
1283,difference,2,
1284,"das Foto, -s",1,633
1285,photograph,2,
1286,"trinken, trinkt, trank, hat getrunken",1,634
1287,to drink,2,
1288,"derselbe, dieselbe, dasselbe",1,635
1289,"the same (one, ones)",2,
1290,"wählen, wählt, wählte, hat gewählt",1,636
1291,"to choose, to elect, to vote",2,
1292,gleichzeitig,1,637
1293,"simultaneous, at the same time",2,
1294,knapp,1,638
1295,"scarce, slim",2,
1296,"der Mitarbeiter, -",1,639
1297,"employee, co-worker",2,
1298,"übernehmen, übernimmt, übernahm, hat übernommen",1,640
1299,to take over,2,
1300,das Glück,1,641
1301,"luck, fortune",2,
1302,normal,1,642
1303,normal,2,
1304,leider,1,643
1305,unfortunately,2,
1306,"die Grundlage, -n",1,644
1307,basis,2,
1308,acht,1,645
1309,eight,2,
1310,"die Leistung, -en",1,646
1311,performance,2,
1312,"vorliegen, liegt vor, lag vor, hat vorgelegen",1,647
1313,"to be available, to exist",2,
1314,"erfolgen, erfolgt, erfolgte, ist erfolgt",1,648
1315,"to take place, to occur",2,
1316,"die Beziehung, -en",1,649
1317,"relation, relationship",2,
1318,"zunehmen, nimmt zu, nahm zu, hat zugenommen",1,650
1319,to increase,2,
1320,"das Molekül, -e",1,651
1321,molecule,2,
1322,"stattfinden, findet statt, fand statt, hat stattgefunden",1,652
1323,"ankommen, kommt an, kam an, ist angekommen",1,653
1324,to arrive,2,
1325,"auftreten, tritt auf, trat auf, ist aufgetreten",1,654
1326,"to appear, to occur",2,
1327,"behavior, conduct, occurrence, appearance",2,
1328,insbesondere,1,655
1329,especially,2,
1330,technisch,1,656
1331,technical,2,
1332,wann,1,657
1333,when,2,
1334,los,1,658
1335,"rid of, going on",2,
1336,"das Bett, -en",1,659
1337,bed,2,
1338,"die Höhe, -n",1,660
1339,"height, altitude",2,
1340,wesentlich,1,661
1341,"essential, fundamental",2,
1342,englisch,1,662
1343,English,2,
1344,zuletzt,1,663
1345,"last, finally, most recently",2,
1346,rein,1,664
1347,"pure, clear, clean",2,
1348,"das Zimmer, -",1,665
1349,room,2,
1350,indem,1,666
1351,"while, by",2,
1352,"bauen, baut, baute, hat gebaut",1,667
1353,to build,2,
1354,"das Verhältnis, -se",1,668
1355,relationship,2,
1356,selten,1,669
1357,rare,2,
1358,"die Zeitung, -en",1,670
1359,newspaper,2,
1360,"innere (r, s)",1,671
1361,internal,2,
1362,"beispielsweise, bspw.",1,672
1363,"for example, such as",2,
1364,"die Bedingung, -en",1,673
1365,"condition, stipulation",2,
1366,"das Fenster, -",1,674
1367,window,2,
1368,"der Zug, -̈e",1,675
1369,train,2,
1370,derzeit,1,676
1371,at the moment,2,
1372,"funktionieren, funktioniert, funktionierte, hat funktioniert",1,677
1373,"to function, to work",2,
1374,sowohl,1,678
1375,both . . . and,2,
1376,"schlafen, schläft, schlief, hat geschlafen",1,679
1377,to sleep,2,
1378,statt,1,680
1379,instead of,2,
1380,"das Werk, -e",1,681
1381,grün,1,682
1382,green,2,
1383,"der Bürger, -",1,683
1384,citizen,2,
1385,"dienen, dient, diente, hat gedient",1,684
1386,to serve,2,
1387,echt,1,685
1388,"genuine, real",2,
1389,"die Firma, -en",1,686
1390,"firm, company",2,
1391,"die Wirtschaft, -en",1,687
1392,"economy, commerce",2,
1393,"stecken, steckt, steckte, hat gesteckt",1,688
1394,"to put, to be located",2,
1395,"hoffen, hofft, hoffte, hat gehofft",1,689
1396,to hope,2,
1397,"erfahren, erfährt, erfuhr, hat erfahren",1,690
1398,"to experience, to find out",2,
1399,"das Mittel, -",1,691
1400,means,2,
1401,"die Folie, -n",1,692
1402,"slide, foil",2,
1403,"leisten, leistet, leistete, hat geleistet",1,693
1404,"to perform, to achieve, to do",2,
1405,"die Tochter, -̈",1,694
1406,daughter,2,
1407,"der Lehrer, -",1,695
1408,teacher,2,
1409,"passen, passt, passte, hat gepasst",1,696
1410,to fit,2,
1411,"beobachten, beobachtet, beobachtete, hat beobachtet",1,697
1412,"to observe, to watch",2,
1413,"die Einführung, -en",1,698
1414,introduction,2,
1415,"das Element, -e",1,699
1416,element,2,
1417,"klingen, klingt, klang, hat geklungen",1,700
1418,to sound,2,
1419,"lieben, liebt, liebte, hat geliebt",1,701
1420,to love,2,
1421,"die Dame, -n",1,702
1422,lady,2,
1423,"die Vorlesung, -en",1,703
1424,lecture,2,
1425,"zählen, zählt, zählte, hat gezählt",1,704
1426,to count,2,
1427,meist,1,705
1428,"mostly, usually",2,
1429,dunkel,1,706
1430,dark,2,
1431,Österreich,1,707
1432,Austria,2,
1433,"das Modell, -e",1,708
1434,model,2,
1435,"die Bewegung, -en",1,709
1436,"movement, motion",2,
1437,unten,1,710
1438,down,2,
1439,"die Mitte, -n",1,711
1440,middle,2,
1441,hin,1,712
1442,aufgrund,1,713
1443,"on the basis of, because of",2,
1444,"beschäftigen, beschäftigt, beschäftigte, hat beschäftigt",1,714
1445,"to employ, to be busy, to deal with",2,
1446,zuvor,1,715
1447,"previously, before",2,
1448,miteinander,1,716
1449,with each other,2,
1450,dennoch,1,717
1451,"werfen, wirft, warf, hat geworfen",1,718
1452,to throw,2,
1453,"das Angebot, -e",1,719
1454,"offer, supply",2,
1455,"das Projekt, -e",1,720
1456,project,2,
1457,"verkaufen, verkauft, verkaufte, hat verkauft",1,721
1458,to sell,2,
1459,"reagieren, reagiert, reagierte, hat reagiert",1,722
1460,to react,2,
1461,"der Autor, -en",1,723
1462,author,2,
1463,"kriegen, kriegt, kriegte, hat gekriegt",1,724
1464,"zirka, ca.",1,725
1465,EU (Europäische Union),1,726
1466,EU,2,
1467,"die Größe, -n",1,727
1468,"size, height",2,
1469,hart,1,728
1470,hard,2,
1471,offenbar,1,729
1472,apparent,2,
1473,"der Bruder, -̈",1,730
1474,brother,2,
1475,"beteiligen, beteiligt, beteiligte, hat beteiligt",1,731
1476,"to participate, to contribute",2,
1477,"die Phase, -n",1,732
1478,phase,2,
1479,"angeben, gibt an, gab an, hat angegeben",1,733
1480,"to claim, to declare, to show off",2,
1481,"die Reise, -n",1,734
1482,"journey, trip",2,
1483,erfolgreich,1,735
1484,successful,2,
1485,"der Zustand, -̈e",1,736
1486,"condition, state",2,
1487,wahr,1,737
1488,true,2,
1489,"die Reihe, -n",1,738
1490,"row, line",2,
1491,"die Natur, -en",1,739
1492,nature,2,
1493,"rechnen, rechnet, rechnete, hat gerechnet",1,740
1494,"to calculate, to compute",2,
1495,bloß,1,741
1496,"bare, mere",2,
1497,"only, simply, just",2,
1498,notwendig,1,742
1499,necessary,2,
1500,"entdecken, entdeckt, entdeckte, hat entdeckt",1,743
1501,to discover,2,
1502,"dauern, dauert, dauerte, hat gedauert",1,744
1503,"to last, to take (time)",2,
1504,wirtschaftlich,1,745
1505,"economic, financial",2,
1506,privat,1,746
1507,private,2,
1508,modern,1,747
1509,modern,2,
1510,"das Haar, -e",1,748
1511,hair,2,
1512,deswegen,1,749
1513,"therefore, that’s why",2,
1514,"spüren, spürt, spürte, hat gespürt",1,750
1515,"to sense, to notice, to feel",2,
1516,unabhängig,1,751
1517,independent,2,
1518,morgen,1,752
1519,tomorrow,2,
1520,"der Rahmen, -",1,753
1521,"frame, framework",2,
1522,übrigens,1,754
1523,by the way,2,
1524,"die Einheit, -en",1,755
1525,"unity, unit, entity",2,
1526,überall,1,756
1527,everywhere,2,
1528,"feststellen, stellt fest, stellte fest, hat festgestellt",1,757
1529,"to establish, to detect, to determine",2,
1530,"der Stoff, -e",1,758
1531,"material, substance, fabric",2,
1532,"die Rede, -n",1,759
1533,"speech, talk",2,
1534,"unterstützen, unterstützt, unterstützte, hat unterstützt",1,760
1535,to support,2,
1536,chemisch,1,761
1537,chemical,2,
1538,schlimm,1,762
1539,"bad, serious",2,
1540,worse,2,
1541,"die Schweiz, -en",1,763
1542,Switzerland,2,
1543,irgendwann,1,764
1544,"sometime, some day",2,
1545,"das Geschäft, -e",1,765
1546,"business, shop",2,
1547,weder,1,766
1548,neither . . . nor,2,
1549,"der Anteil, -e",1,767
1550,"share, portion",2,
1551,"die Angabe, -n",1,768
1552,"information, statement",2,
1553,"das Team, -s",1,769
1554,team,2,
1555,außer,1,770
1556,"except, apart from",2,
1557,"der Sommer, -",1,771
1558,summer,2,
1559,"das Hotel, -s",1,772
1560,hotel,2,
1561,loud,2,
1562,eins,1,774
1563,one,2,
1564,der Alter,1,775
1565,age,2,
1566,"die Sicherheit, -en",1,776
1567,"security, safety",2,
1568,SPD (Sozialdemokratische Partei Deutschlands),1,777
1569,SPD,2,
1570,niedrig,1,778
1571,"low, base",2,
1572,ständig,1,779
1573,constant,2,
1574,"der Einsatz, -̈e",1,780
1575,"insert, use, application, assignment",2,
1576,"liefern, liefert, lieferte, hat geliefert",1,781
1577,"to deliver, to supply",2,
1578,"betonen, betont, betonte, hat betont",1,782
1579,to stress,2,
1580,"die Erde, -n",1,783
1581,"earth, ground, soil",2,
1582,"die Studie, -n",1,784
1583,study,2,
1584,"vorne, vorn",1,785
1585,at/to the front,2,
1586,"rechte (r, s)",1,786
1587,right,2,
1588,"die Meinung, -en",1,787
1589,opinion,2,
1590,"drehen, dreht, drehte, hat gedreht",1,788
1591,to turn,2,
1592,"der Künstler, -",1,789
1593,artist,2,
1594,aktiv,1,790
1595,active,2,
1596,"der Versuch, -e",1,791
1597,"attempt, experiment",2,
1598,somit,1,792
1599,"consequently, therefore",2,
1600,"bezahlen, bezahlt, bezahlte, hat bezahlt",1,793
1601,to pay,2,
1602,"die Eigenschaft, -en",1,794
1603,quality,2,
1604,längst,1,795
1605,"long since, a long time ago",2,
1606,"die Methode, -n",1,796
1607,method,2,
1608,"die Ordnung, -en",1,797
1609,"order, tidiness",2,
1610,Russland,1,798
1611,Russia,2,
1612,"die Wahl, -en",1,799
1613,"choice, election",2,
1614,daraus,1,800
1615,from it,2,
1616,"erfüllen, erfüllt, erfüllte, hat erfüllt",1,801
1617,"to grant, to fulfill",2,
1618,"die Mama, -s",1,802
1619,mommy,2,
1620,"die Region, -en",1,803
1621,region,2,
1622,"der Sonntag, -e",1,804
1623,Sunday,2,
1624,das Internet,1,805
1625,internet,2,
1626,"die Nummer, -n",1,806
1627,"lächeln, lächelt, lächelte, hat gelächelt",1,807
1628,to smile,2,
1629,smile,2,
1630,genauso,1,808
1631,just as,2,
1632,"überzeugen, überzeugt, überzeugte, hat überzeugt",1,809
1633,to convince,2,
1634,interessant,1,810
1635,interesting,2,
1636,menschlich,1,811
1637,human,2,
1638,"das Elektron, -en",1,812
1639,electron,2,
1640,Frankreich,1,813
1641,France,2,
1642,"die Freiheit, -en",1,814
1643,freedom,2,
1644,speziell,1,815
1645,"special, specific",2,
1646,französisch,1,816
1647,French,2,
1648,negativ,1,817
1649,negative,2,
1650,zentral,1,818
1651,central,2,
1652,"die Ebene, -n",1,819
1653,"plane, level",2,
1654,"besuchen, besucht, besuchte, hat besucht",1,820
1655,to visit,2,
1656,gestern,1,821
1657,yesterday,2,
1658,"der Spieler, -",1,822
1659,player,2,
1660,absolut,1,823
1661,"absolute, complete",2,
1662,"fliegen, fliegt, flog, ist geflogen",1,824
1663,to fly,2,
1664,"der Hund, -e",1,825
1665,dog,2,
1666,"antworten, antwortet, antwortete, hat geantwortet",1,826
1667,to answer,2,
1668,weiterhin,1,827
1669,"still, furthermore",2,
1670,"die Wand, -̈e",1,828
1671,wall,2,
1672,rechts,1,829
1673,on/to the right,2,
1674,konkret,1,830
1675,concrete,2,
1676,russisch,1,831
1677,Russian,2,
1678,"zahlen, zahlt, zahlte, hat gezahlt",1,832
1679,zugleich,1,833
1680,"both, at the same time",2,
1681,"das Feld, -er",1,834
1682,field,2,
1683,"verdienen, verdient, verdiente, hat verdient",1,835
1684,"to earn, to deserve",2,
1685,amerikanisch,1,836
1686,American,2,
1687,"die Sekunde, -n",1,837
1688,second,2,
1689,"der Brief, -e",1,838
1690,letter,2,
1691,"das Mitglied, -er",1,839
1692,member,2,
1693,praktisch,1,840
1694,practical,2,
1695,"die Gefahr, -en",1,841
1696,"danger, risk",2,
1697,"binden, bindet, band, hat gebunden",1,842
1698,"to tie, to bind",2,
1699,weltweit,1,843
1700,worldwide,2,
1701,"die Liebe, -n",1,844
1702,love,2,
1703,"der Beginn, -e",1,845
1704,China,1,846
1705,China,2,
1706,breit,1,847
1707,"wide, broad",2,
1708,draußen,1,848
1709,outside,2,
1710,"die Wirkung, -en",1,849
1711,effect,2,
1712,"die Bildung, -en",1,850
1713,education,2,
1714,"das Blut, -e",1,851
1715,blood,2,
1716,"das Meer, -e",1,852
1717,"sea, ocean",2,
1718,"die Anzahl, -en",1,853
1719,"die Veränderung, -en",1,854
1720,change,2,
1721,durchaus,1,855
1722,"absolutely, quite",2,
1723,"der Mund, -̈er",1,856
1724,mouth,2,
1725,"berechnen, berechnet, berechnete, hat berechnet",1,857
1726,"to calculate, to charge",2,
1727,"betragen, beträgt, betrug, hat betragen",1,858
1728,to amount,2,
1729,fremd,1,859
1730,"foreign, strange",2,
1731,"die Untersuchung, -en",1,860
1732,examination,2,
1733,"der Fehler, -",1,861
1734,"mistake, error",2,
1735,mittlerweile,1,862
1736,"in the meantime, since then",2,
1737,"aufbauen, baut auf, baute auf, hat aufgebaut",1,863
1738,to build up,2,
1739,"die Sonne, -n",1,864
1740,sun,2,
1741,"das Prinzip, -ien",1,865
1742,principle,2,
1743,vorher,1,866
1744,"earlier, beforehand",2,
1745,"der Kampf, -̈e",1,867
1746,"fight, struggle",2,
1747,"die Verfügung, -en",1,868
1748,disposal,2,
1749,"feiern, feiert, feierte, hat gefeiert",1,869
1750,to celebrate,2,
1751,"das Programm, -e",1,870
1752,program,2,
1753,"linke (r, s)",1,871
1754,left,2,
1755,"der Einfluss, -̈e",1,872
1756,influence,2,
1757,"die Temperatur, -en",1,873
1758,temperature,2,
1759,leer,1,874
1760,empty,2,
1761,"mitteilen, teilt mit, teilte mit, hat mitgeteilt",1,875
1762,to inform,2,
1763,"das Verfahren, -",1,876
1764,"method, process, technique",2,
1765,danke,1,877
1766,thanks,2,
1767,"beziehen, bezieht, bezog, hat bezogen",1,878
1768,"to refer, to put, to get",2,
1769,"verlangen, verlangt, verlangte, hat verlangt",1,879
1770,"to request, to demand",2,
1771,zuerst,1,880
1772,"die Analyse, -n",1,881
1773,analysis,2,
1774,klassisch,1,882
1775,classical,2,
1776,ehemalig,1,883
1777,former,2,
1778,"das Bein, -e",1,884
1779,leg,2,
1780,"das Glas, -̈er",1,885
1781,glass,2,
1782,"untersuchen, untersucht, untersuchte, hat untersucht",1,886
1783,to examine,2,
1784,kalt,1,887
1785,cold,2,
1786,"die Sorge, -n",1,888
1787,worry,2,
1788,"der Himmel, -",1,889
1789,"sky, heaven",2,
1790,künftig,1,890
1791,national,1,891
1792,national,2,
1793,"die Kirche, -n",1,892
1794,church,2,
1795,links,1,893
1796,on/to the left,2,
1797,CDU (Christlich Demokratische Union Deutschlands),1,894
1798,CDU,2,
1799,bislang,1,895
1800,up to now,2,
1801,"messen, misst, maß, hat gemessen",1,896
1802,to measure,2,
1803,lieb,1,897
1804,"dear, kind",2,
1805,unbedingt,1,898
1806,absolutely,2,
1807,"der Verein, -e",1,899
1808,"association, club",2,
1809,"das Atom, -e",1,900
1810,atom,2,
1811,historisch,1,901
1812,historical,2,
1813,"sinken, sinkt, sank, ist gesunken",1,902
